id,nome,contrib_open_source,programa_hobby,salario,sistema_operacional_id,pais_id,empresa_id
10425,respondent_10425,No,Yes,26352.5,4,130,3
8756,respondent_8756,Yes,Yes,9144.0,2,130,4
34836,respondent_34836,No,Yes,27553.92,2,31,2
69883,respondent_69883,Yes,Yes,9231.63,4,56,4
51932,respondent_51932,Yes,Yes,33105.41,4,116,0
90634,respondent_90634,Yes,Yes,861.06,4,89,8
25195,respondent_25195,Yes,Yes,0.0,4,130,8
35748,respondent_35748,Yes,Yes,8548.69,2,111,1
93360,respondent_93360,No,Yes,33655.0,2,130,3
13099,respondent_13099,No,No,6065.52,1,100,3
8598,respondent_8598,No,Yes,1908.81,4,50,4
704,respondent_704,Yes,Yes,2857.5,4,89,1
26747,respondent_26747,No,No,18651.86,4,42,4
50743,respondent_50743,No,Yes,7383.15,4,44,1
41302,respondent_41302,No,Yes,33108.9,4,39,6
97665,respondent_97665,Yes,Yes,0.0,4,100,8
23880,respondent_23880,No,Yes,6995.16,4,42,7
41774,respondent_41774,Yes,Yes,9326.88,4,30,0
20818,respondent_20818,No,No,0.0,3,123,8
84012,respondent_84012,Yes,Yes,0.0,4,93,8
14906,respondent_14906,Yes,Yes,48895.0,2,130,4
93107,respondent_93107,Yes,Yes,16320.45,2,42,7
30646,respondent_30646,Yes,Yes,264490.2,0,17,1
82839,respondent_82839,No,Yes,3810.0,1,52,1
32291,respondent_32291,No,Yes,10816.27,4,105,4
37674,respondent_37674,Yes,Yes,18995.07,2,21,3
3884,respondent_3884,No,No,2007.87,4,52,8
14047,respondent_14047,No,Yes,63500.0,4,57,8
45476,respondent_45476,Yes,Yes,19941.22,2,21,4
17078,respondent_17078,Yes,Yes,33441.64,4,130,4
74064,respondent_74064,No,Yes,45720.0,1,130,2
63622,respondent_63622,Yes,Yes,0.0,2,42,3
36939,respondent_36939,No,Yes,0.0,3,39,3
29794,respondent_29794,No,Yes,0.0,4,18,4
99052,respondent_99052,Yes,Yes,21371.88,1,42,4
70991,respondent_70991,Yes,Yes,23313.39,1,8,2
62145,respondent_62145,Yes,Yes,31086.43,1,42,4
83804,respondent_83804,Yes,Yes,6739.89,1,100,4
73053,respondent_73053,Yes,Yes,0.0,4,50,7
96211,respondent_96211,No,No,0.0,4,42,6
14405,respondent_14405,No,No,21371.88,4,13,7
33327,respondent_33327,Yes,Yes,0.0,3,42,8
28235,respondent_28235,Yes,Yes,0.0,1,17,3
70736,respondent_70736,No,Yes,26407.11,2,7,7
17390,respondent_17390,Yes,Yes,39370.0,2,130,3
35112,respondent_35112,Yes,Yes,55133.88,4,128,8
17842,respondent_17842,No,Yes,20981.67,2,42,3
43038,respondent_43038,Yes,Yes,635000.0,4,130,3
34387,respondent_34387,Yes,Yes,0.0,1,130,8
72511,respondent_72511,No,No,3329.94,4,123,7
91090,respondent_91090,No,No,0.0,4,39,5
67213,respondent_67213,No,Yes,0.0,3,50,3
66434,respondent_66434,No,Yes,0.0,3,130,8
31490,respondent_31490,No,Yes,317500.0,4,128,2
74618,respondent_74618,Yes,Yes,11875.77,2,23,2
2578,respondent_2578,Yes,Yes,44102.02,4,128,3
99830,respondent_99830,No,Yes,16984.98,4,109,0
90976,respondent_90976,Yes,Yes,0.0,4,52,7
90860,respondent_90860,No,Yes,15875.0,1,130,0
92409,respondent_92409,No,Yes,31750.0,1,130,2
10846,respondent_10846,Yes,Yes,16322.04,1,42,3
64854,respondent_64854,Yes,Yes,82550.0,2,130,8
59135,respondent_59135,Yes,Yes,0.0,1,130,8
14844,respondent_14844,No,No,0.0,2,55,4
81806,respondent_81806,Yes,Yes,48512.1,4,128,8
34998,respondent_34998,Yes,Yes,0.0,4,40,0
64050,respondent_64050,Yes,Yes,11426.19,2,82,3
90190,respondent_90190,No,No,37126.86,4,83,8
53744,respondent_53744,Yes,Yes,47625.0,2,130,2
92450,respondent_92450,Yes,No,9548.81,1,100,2
2703,respondent_2703,No,Yes,0.0,2,115,8
69243,respondent_69243,No,Yes,0.0,3,21,8
4247,respondent_4247,Yes,Yes,18653.76,2,42,8
13278,respondent_13278,No,Yes,21971.0,4,130,3
97427,respondent_97427,No,Yes,24480.52,4,82,3
71147,respondent_71147,No,Yes,14725.65,4,67,3
34583,respondent_34583,Yes,Yes,42744.07,4,42,4
89417,respondent_89417,Yes,Yes,18387.06,0,30,8
59885,respondent_59885,No,Yes,0.0,3,128,0
8716,respondent_8716,Yes,Yes,5505.45,2,99,1
5036,respondent_5036,Yes,Yes,8073.39,4,123,4
63687,respondent_63687,Yes,Yes,8890.0,1,130,7
75957,respondent_75957,No,Yes,0.0,3,130,8
31061,respondent_31061,No,Yes,23812.5,4,130,8
22784,respondent_22784,Yes,Yes,701.04,4,82,8
95873,respondent_95873,No,No,8911.59,4,17,3
67491,respondent_67491,No,No,0.0,3,56,4
51156,respondent_51156,Yes,Yes,0.0,4,50,1
12795,respondent_12795,Yes,Yes,15875.0,2,130,8
80649,respondent_80649,Yes,Yes,3810.0,2,126,8
10145,respondent_10145,Yes,No,10111.74,4,100,4
57056,respondent_57056,Yes,Yes,14316.71,4,21,1
62205,respondent_62205,No,Yes,20948.33,4,128,4
9089,respondent_9089,Yes,Yes,19050.0,4,126,5
39611,respondent_39611,No,Yes,2095.5,4,52,4
58334,respondent_58334,No,No,31432.5,2,130,2
51192,respondent_51192,No,Yes,12434.57,2,42,1
24765,respondent_24765,Yes,Yes,34925.0,2,130,2
43763,respondent_43763,Yes,Yes,0.0,1,82,3
4653,respondent_4653,No,No,11932.92,4,126,4
63413,respondent_63413,Yes,Yes,63500.0,2,130,8
14800,respondent_14800,Yes,Yes,0.0,2,50,2
66627,respondent_66627,Yes,Yes,41275.0,2,130,3
65090,respondent_65090,No,No,0.0,4,7,8
42470,respondent_42470,No,Yes,23775.99,4,21,0
81116,respondent_81116,No,Yes,0.0,4,50,8
81877,respondent_81877,Yes,Yes,28521.66,2,17,3
82621,respondent_82621,Yes,No,28575.0,1,130,3
45199,respondent_45199,No,No,1489.71,1,50,4
22017,respondent_22017,Yes,Yes,41275.0,2,130,6
6552,respondent_6552,No,Yes,10160.0,2,130,1
47689,respondent_47689,No,No,17993.68,2,128,0
1731,respondent_1731,Yes,Yes,0.0,4,128,8
17661,respondent_17661,Yes,Yes,12123.74,1,40,7
1765,respondent_1765,Yes,Yes,0.0,1,40,3
37000,respondent_37000,No,Yes,10492.74,2,111,6
64951,respondent_64951,Yes,Yes,44450.0,4,130,4
52811,respondent_52811,No,Yes,30730.51,4,17,6
72276,respondent_72276,No,Yes,34925.0,2,130,2
69192,respondent_69192,Yes,Yes,31739.52,4,7,6
86505,respondent_86505,Yes,Yes,13445.49,2,94,3
15429,respondent_15429,Yes,No,6411.6,4,111,2
35281,respondent_35281,No,Yes,19845.97,4,128,0
17347,respondent_17347,Yes,Yes,52018.57,1,55,2
46411,respondent_46411,No,No,0.0,4,21,8
101337,respondent_101337,Yes,Yes,53975.0,2,130,8
1063,respondent_1063,No,No,13056.87,4,82,7
78031,respondent_78031,Yes,Yes,22225.0,1,130,7
5856,respondent_5856,Yes,Yes,44450.0,4,130,4
2289,respondent_2289,Yes,Yes,23314.98,2,42,1
59517,respondent_59517,No,Yes,17811.75,2,23,6
81543,respondent_81543,No,No,0.0,3,50,8
93410,respondent_93410,No,Yes,13230.54,4,128,0
71149,respondent_71149,Yes,No,1490.98,1,50,6
10313,respondent_10313,No,Yes,0.0,2,128,3
83086,respondent_83086,No,No,19429.1,4,40,3
18800,respondent_18800,No,No,26753.82,4,55,1
20291,respondent_20291,No,No,11765.28,4,94,2
19170,respondent_19170,Yes,Yes,7620.0,4,130,2
10597,respondent_10597,Yes,Yes,0.0,4,128,3
48573,respondent_48573,No,Yes,28575.0,2,130,8
77060,respondent_77060,No,No,50800.0,3,130,0
73142,respondent_73142,No,Yes,0.0,4,55,6
50757,respondent_50757,Yes,Yes,3566.16,2,17,7
61245,respondent_61245,Yes,Yes,0.0,3,51,4
94841,respondent_94841,No,No,6286.5,4,26,3
55556,respondent_55556,No,Yes,228.6,4,133,4
74426,respondent_74426,No,Yes,2982.28,4,50,3
15028,respondent_15028,Yes,No,28575.0,2,130,2
38148,respondent_38148,No,Yes,28575.0,2,130,3
30006,respondent_30006,No,Yes,42926.0,2,130,7
77685,respondent_77685,Yes,Yes,26219.47,4,116,0
38489,respondent_38489,Yes,Yes,14765.97,1,42,4
52133,respondent_52133,No,Yes,26300.43,4,31,1
74371,respondent_74371,Yes,Yes,61912.5,2,130,3
25745,respondent_25745,No,No,0.0,4,42,3
68620,respondent_68620,No,Yes,43942.0,1,130,3
37272,respondent_37272,Yes,Yes,0.0,3,130,4
79805,respondent_79805,Yes,Yes,14605.0,4,130,3
29907,respondent_29907,Yes,Yes,63500.0,1,130,4
76040,respondent_76040,Yes,Yes,10290.81,2,58,3
74235,respondent_74235,No,No,3707.13,2,100,4
87335,respondent_87335,Yes,Yes,0.0,2,128,1
19969,respondent_19969,No,No,1398.27,4,107,8
2328,respondent_2328,Yes,Yes,32702.5,1,130,3
22629,respondent_22629,Yes,No,2754.63,4,32,8
48834,respondent_48834,Yes,Yes,19011.9,4,115,4
66353,respondent_66353,Yes,Yes,6549.39,4,74,3
66827,respondent_66827,Yes,Yes,0.0,4,42,8
21127,respondent_21127,Yes,Yes,9326.88,4,42,0
101170,respondent_101170,No,Yes,0.0,3,50,8
42054,respondent_42054,No,Yes,0.0,2,42,1
45539,respondent_45539,Yes,Yes,38100.0,2,130,3
84630,respondent_84630,No,Yes,23812.5,1,130,2
5686,respondent_5686,No,Yes,6958.33,2,50,0
8600,respondent_8600,Yes,Yes,304800.0,2,130,1
40583,respondent_40583,Yes,Yes,7128.51,2,17,0
67274,respondent_67274,No,Yes,6995.16,4,72,8
57412,respondent_57412,No,Yes,1905.0,4,133,1
20079,respondent_20079,No,Yes,25565.42,1,21,3
94812,respondent_94812,No,Yes,0.0,4,99,8
721,respondent_721,Yes,Yes,0.0,2,85,0
45942,respondent_45942,No,Yes,15685.77,4,94,6
40439,respondent_40439,Yes,Yes,33337.5,2,130,1
68585,respondent_68585,No,Yes,11189.97,4,95,3
1913,respondent_1913,Yes,Yes,0.0,3,50,4
35389,respondent_35389,No,Yes,9185.91,4,94,8
10999,respondent_10999,No,Yes,36512.5,4,130,3
31247,respondent_31247,No,No,17145.0,4,130,3
89406,respondent_89406,Yes,Yes,8393.43,1,8,2
4854,respondent_4854,Yes,Yes,12954.0,2,126,4
29728,respondent_29728,No,Yes,25400.0,2,130,7
52684,respondent_52684,Yes,Yes,31750.0,4,130,3
37989,respondent_37989,No,Yes,247139.46,4,42,3
101187,respondent_101187,No,No,186518.55,4,40,2
48012,respondent_48012,No,Yes,41275.0,4,130,2
43135,respondent_43135,Yes,Yes,158750.0,1,130,2
81329,respondent_81329,No,Yes,47625.0,4,130,0
39333,respondent_39333,No,Yes,17171.04,4,83,1
13282,respondent_13282,No,No,8763.0,4,126,8
27402,respondent_27402,No,No,15931.83,3,82,1
68113,respondent_68113,No,Yes,7620.0,4,12,3
44013,respondent_44013,No,No,7128.51,4,17,6
81171,respondent_81171,No,No,2206.94,4,50,6
52575,respondent_52575,Yes,Yes,0.0,1,17,7
81761,respondent_81761,No,No,19881.22,1,50,2
75537,respondent_75537,Yes,Yes,3265.17,4,42,4
31183,respondent_31183,Yes,Yes,15435.58,4,128,7
4331,respondent_4331,No,Yes,8160.07,2,111,4
83142,respondent_83142,Yes,Yes,2834.64,2,50,0
39811,respondent_39811,No,Yes,9702.48,2,128,8
2954,respondent_2954,Yes,Yes,28121.93,1,21,1
94386,respondent_94386,Yes,Yes,28575.0,1,130,3
55781,respondent_55781,Yes,Yes,0.0,1,40,8
89959,respondent_89959,Yes,Yes,10437.5,2,50,7
51132,respondent_51132,No,Yes,3810.0,1,65,7
63293,respondent_63293,Yes,Yes,0.0,3,52,8
43418,respondent_43418,No,Yes,0.0,4,50,2
6404,respondent_6404,No,No,0.0,4,50,8
66453,respondent_66453,Yes,Yes,20128.55,2,8,4
1329,respondent_1329,No,Yes,0.0,3,130,0
68001,respondent_68001,No,Yes,0.0,3,128,7
23406,respondent_23406,No,Yes,3479.17,4,50,5
84590,respondent_84590,No,Yes,21371.88,2,40,4
97406,respondent_97406,Yes,Yes,0.0,4,5,6
57703,respondent_57703,Yes,No,3878.58,1,50,1
31745,respondent_31745,Yes,No,39726.55,2,116,4
38085,respondent_38085,No,Yes,17097.69,1,42,4
18007,respondent_18007,Yes,Yes,3089.91,1,17,3
12074,respondent_12074,No,Yes,0.0,3,100,8
16306,respondent_16306,No,No,41910.0,4,130,7
71110,respondent_71110,Yes,Yes,160.02,4,85,8
23176,respondent_23176,No,Yes,0.0,3,94,8
82205,respondent_82205,Yes,Yes,41275.0,2,130,3
10189,respondent_10189,Yes,Yes,0.0,3,130,3
12869,respondent_12869,Yes,Yes,1009.65,4,123,7
49341,respondent_49341,Yes,Yes,476.25,4,17,8
31954,respondent_31954,Yes,Yes,0.0,1,42,8
19199,respondent_19199,Yes,Yes,0.0,3,82,7
20397,respondent_20397,No,No,17152.3,4,58,3
59149,respondent_59149,Yes,No,0.0,3,17,1
89133,respondent_89133,No,No,0.0,4,128,3
41928,respondent_41928,Yes,Yes,39687.5,4,130,4
56808,respondent_56808,Yes,Yes,12434.57,4,42,6
53388,respondent_53388,No,Yes,0.0,4,115,2
51805,respondent_51805,No,No,10584.18,4,128,4
52244,respondent_52244,Yes,Yes,2286.0,4,28,4
97999,respondent_97999,Yes,Yes,15543.21,1,56,5
93048,respondent_93048,No,No,39687.5,4,130,2
50823,respondent_50823,No,No,0.0,3,31,4
5072,respondent_5072,No,No,14420.85,4,105,0
92829,respondent_92829,No,Yes,13308.33,4,115,4
60669,respondent_60669,Yes,Yes,5562.6,4,116,5
88116,respondent_88116,Yes,No,44102.02,2,128,8
46956,respondent_46956,Yes,Yes,0.0,3,130,6
95400,respondent_95400,Yes,Yes,9714.55,4,54,3
2602,respondent_2602,Yes,Yes,20313.33,4,7,3
60836,respondent_60836,Yes,Yes,0.0,1,111,8
81488,respondent_81488,Yes,No,9525.0,4,123,1
10587,respondent_10587,No,Yes,20727.99,2,128,4
12010,respondent_12010,No,No,0.0,1,111,4
16555,respondent_16555,No,No,213.36,4,85,8
22080,respondent_22080,No,Yes,23495.0,4,130,3
14837,respondent_14837,No,Yes,22242.15,4,21,1
29405,respondent_29405,No,Yes,4537.71,2,119,4
7223,respondent_7223,No,Yes,0.0,3,50,1
64960,respondent_64960,No,Yes,0.0,3,40,8
1588,respondent_1588,No,No,8947.79,2,21,7
69082,respondent_69082,Yes,Yes,0.0,3,23,8
81371,respondent_81371,No,Yes,83.82,4,51,8
78955,respondent_78955,Yes,Yes,16322.04,1,13,4
94923,respondent_94923,No,No,17128.81,2,21,4
47932,respondent_47932,Yes,No,17895.89,4,21,1
18613,respondent_18613,No,Yes,2411.73,2,89,4
5506,respondent_5506,No,Yes,132306.06,1,128,7
64856,respondent_64856,No,No,25257.76,4,42,4
42455,respondent_42455,No,Yes,43497.5,4,130,4
41721,respondent_41721,No,Yes,1684.02,4,100,0
19972,respondent_19972,No,Yes,0.0,3,128,6
80135,respondent_80135,No,Yes,46629.64,4,42,8
82132,respondent_82132,Yes,Yes,9437.37,4,100,5
86008,respondent_86008,No,Yes,15339.38,2,21,5
77264,respondent_77264,Yes,Yes,15435.58,2,128,4
28775,respondent_28775,No,Yes,0.0,3,50,8
47700,respondent_47700,Yes,No,39687.5,4,130,0
99134,respondent_99134,No,No,0.0,3,130,4
30941,respondent_30941,No,No,0.0,3,130,8
5202,respondent_5202,Yes,Yes,0.0,1,74,5
28353,respondent_28353,Yes,Yes,317500.0,2,82,8
10658,respondent_10658,No,No,50800.0,2,130,3
58703,respondent_58703,No,Yes,18653.76,2,39,2
80335,respondent_80335,Yes,No,803.91,4,50,1
29153,respondent_29153,Yes,Yes,2415.54,1,50,3
59054,respondent_59054,Yes,Yes,76200.0,4,130,8
35366,respondent_35366,Yes,No,0.0,3,130,3
31498,respondent_31498,Yes,Yes,317500.0,4,54,8
69167,respondent_69167,No,Yes,13990.32,4,39,8
6954,respondent_6954,No,Yes,24130.0,4,130,2
3766,respondent_3766,No,No,43497.5,4,130,2
79785,respondent_79785,No,Yes,5391.15,2,100,0
37466,respondent_37466,Yes,Yes,0.0,4,50,7
78255,respondent_78255,No,Yes,21760.5,4,42,2
47955,respondent_47955,Yes,Yes,16322.04,4,42,6
64822,respondent_64822,No,Yes,0.0,4,50,8
14227,respondent_14227,No,Yes,2137.41,2,17,7
24487,respondent_24487,No,Yes,0.0,2,130,8
45828,respondent_45828,No,Yes,19429.1,4,42,4
61944,respondent_61944,Yes,Yes,24715.47,1,42,3
49482,respondent_49482,No,Yes,185226.96,1,128,1
31742,respondent_31742,No,Yes,28892.5,4,130,6
55511,respondent_55511,No,No,31750.0,4,130,1
14866,respondent_14866,No,Yes,11232.83,4,50,3
91354,respondent_91354,No,No,8160.07,1,111,1
47447,respondent_47447,No,Yes,0.0,3,74,2
28854,respondent_28854,No,Yes,32067.5,4,130,2
91872,respondent_91872,No,Yes,0.0,3,42,4
46839,respondent_46839,Yes,Yes,26710.96,4,42,3
5640,respondent_5640,No,Yes,43368.28,4,116,1
53801,respondent_53801,Yes,Yes,0.0,3,42,3
83161,respondent_83161,Yes,Yes,317500.0,1,21,8
47806,respondent_47806,Yes,Yes,26670.0,4,130,5
23409,respondent_23409,No,Yes,0.0,4,130,3
91907,respondent_91907,No,Yes,44102.02,4,128,3
24181,respondent_24181,No,No,34131.25,4,130,3
93593,respondent_93593,No,No,11246.17,4,128,8
7455,respondent_7455,Yes,Yes,0.0,3,72,8
25822,respondent_25822,Yes,No,0.0,4,11,8
31370,respondent_31370,Yes,Yes,11928.79,1,50,6
37101,respondent_37101,No,Yes,25257.76,1,40,3
51383,respondent_51383,No,Yes,23812.5,2,130,4
17248,respondent_17248,Yes,Yes,6979.92,1,50,0
23088,respondent_23088,No,Yes,10260.33,4,18,1
72392,respondent_72392,No,Yes,3175.0,4,130,7
61206,respondent_61206,No,Yes,26461.09,4,128,3
29483,respondent_29483,No,Yes,19429.1,2,40,1
63336,respondent_63336,Yes,Yes,12702.54,2,128,1
44219,respondent_44219,No,Yes,25876.25,1,130,2
69145,respondent_69145,Yes,Yes,34972.31,1,40,8
70054,respondent_70054,No,Yes,31750.0,2,130,4
81481,respondent_81481,No,No,53975.0,4,130,8
20991,respondent_20991,No,No,49291.88,4,130,3
73792,respondent_73792,No,Yes,9922.83,4,128,2
901,respondent_901,No,Yes,12616.5,3,123,8
31172,respondent_31172,No,Yes,22225.0,4,130,3
26949,respondent_26949,No,No,44450.0,4,130,3
96096,respondent_96096,No,No,730.25,1,128,7
26922,respondent_26922,No,Yes,38100.0,4,130,3
40244,respondent_40244,Yes,Yes,17145.0,2,126,0
68061,respondent_68061,No,Yes,0.0,3,50,8
80510,respondent_80510,No,Yes,3032.76,1,106,8
96539,respondent_96539,Yes,Yes,0.0,3,130,8
41968,respondent_41968,No,No,5596.89,2,40,7
85698,respondent_85698,Yes,Yes,41275.0,3,130,0
86634,respondent_86634,No,Yes,17462.5,4,130,4
60465,respondent_60465,Yes,Yes,476.25,1,17,7
78420,respondent_78420,No,Yes,0.0,4,50,5
63091,respondent_63091,Yes,Yes,7158.99,2,50,4
56234,respondent_56234,No,Yes,17486.31,2,42,0
33603,respondent_33603,Yes,No,0.0,3,42,7
46453,respondent_46453,No,No,11658.6,4,40,1
21372,respondent_21372,No,Yes,0.0,4,48,7
58699,respondent_58699,Yes,Yes,635000.0,1,130,2
83877,respondent_83877,Yes,Yes,0.0,1,128,7
53405,respondent_53405,No,Yes,8740.14,4,94,4
46317,respondent_46317,Yes,Yes,9326.88,1,40,7
4520,respondent_4520,Yes,Yes,19429.1,1,40,4
26042,respondent_26042,Yes,Yes,14455.14,4,42,1
79540,respondent_79540,No,No,127000.0,2,130,0
3762,respondent_3762,Yes,Yes,6096.0,2,83,1
12326,respondent_12326,Yes,Yes,0.0,2,100,3
96821,respondent_96821,No,No,7642.86,2,74,0
85249,respondent_85249,No,Yes,105845.61,1,128,2
8349,respondent_8349,Yes,Yes,22225.0,2,130,3
8921,respondent_8921,No,No,0.0,4,130,8
96775,respondent_96775,No,No,4263.39,4,51,2
64522,respondent_64522,No,Yes,0.0,4,50,8
90687,respondent_90687,Yes,Yes,16322.04,4,8,0
50135,respondent_50135,Yes,Yes,0.0,2,13,8
56545,respondent_56545,Yes,Yes,11430.0,2,74,8
8383,respondent_8383,No,Yes,0.0,2,130,8
24991,respondent_24991,Yes,Yes,2891.79,1,44,4
78088,respondent_78088,No,No,18651.86,2,42,1
37688,respondent_37688,No,Yes,317500.0,2,128,2
8454,respondent_8454,No,No,15339.38,4,21,4
43250,respondent_43250,No,Yes,0.0,4,130,3
8069,respondent_8069,Yes,Yes,44450.0,4,130,3
7926,respondent_7926,Yes,Yes,0.0,4,50,8
69497,respondent_69497,No,Yes,0.0,1,130,8
9199,respondent_9199,Yes,Yes,3976.37,1,50,4
54633,respondent_54633,No,No,27654.25,4,130,5
79390,respondent_79390,No,No,6343.65,4,52,3
85323,respondent_85323,No,Yes,11657.33,1,111,1
34482,respondent_34482,Yes,Yes,303093.12,1,40,3
38393,respondent_38393,Yes,Yes,10880.41,4,56,0
93758,respondent_93758,No,Yes,38338.13,2,130,3
44187,respondent_44187,No,Yes,0.0,1,18,0
20078,respondent_20078,Yes,Yes,36512.5,1,130,1
62692,respondent_62692,Yes,Yes,0.0,3,116,8
72271,respondent_72271,Yes,Yes,0.0,4,50,8
89775,respondent_89775,Yes,No,39687.5,4,130,0
27586,respondent_27586,Yes,Yes,30104.72,2,115,4
44037,respondent_44037,No,Yes,0.0,3,50,8
89382,respondent_89382,No,Yes,0.0,4,130,8
89538,respondent_89538,No,Yes,31750.0,4,130,3
24163,respondent_24163,Yes,Yes,17462.5,4,102,5
11819,respondent_11819,No,Yes,15435.58,1,128,1
27034,respondent_27034,Yes,Yes,0.0,1,12,0
18010,respondent_18010,No,No,6994.53,1,111,7
1216,respondent_1216,Yes,Yes,6739.89,4,100,4
13871,respondent_13871,Yes,Yes,19050.0,4,130,4
18317,respondent_18317,No,Yes,0.0,4,93,4
94932,respondent_94932,No,Yes,21371.88,4,42,6
91113,respondent_91113,Yes,Yes,4935.54,4,50,4
23871,respondent_23871,Yes,Yes,0.0,4,85,8
56651,respondent_56651,Yes,No,13266.42,4,105,7
55464,respondent_55464,No,Yes,10103.17,4,111,3
77485,respondent_77485,Yes,Yes,0.0,1,56,7
92916,respondent_92916,Yes,Yes,36415.98,1,40,4
90237,respondent_90237,Yes,Yes,0.0,4,128,6
72162,respondent_72162,No,Yes,0.0,1,81,7
33287,respondent_33287,No,Yes,12700.0,4,55,7
96154,respondent_96154,No,Yes,0.0,3,115,4
39135,respondent_39135,No,Yes,14319.25,2,21,1
65288,respondent_65288,No,Yes,0.0,2,55,1
69065,respondent_69065,Yes,Yes,4301.49,1,34,4
101092,respondent_101092,Yes,Yes,20983.26,1,40,4
58741,respondent_58741,Yes,Yes,0.0,2,86,0
58225,respondent_58225,No,Yes,14919.96,4,13,5
4966,respondent_4966,No,Yes,52800.25,1,47,2
63072,respondent_63072,No,No,0.0,2,100,8
14931,respondent_14931,Yes,Yes,31750.0,2,130,3
95867,respondent_95867,Yes,No,14565.63,1,94,4
86355,respondent_86355,No,No,0.0,3,22,3
88502,respondent_88502,Yes,Yes,635000.0,1,130,1
81041,respondent_81041,No,Yes,944.88,1,22,8
41321,respondent_41321,No,Yes,0.0,3,50,8
25812,respondent_25812,No,No,0.0,1,34,1
77280,respondent_77280,No,Yes,14919.96,4,42,2
29754,respondent_29754,Yes,Yes,291518.34,2,86,4
37097,respondent_37097,No,Yes,0.0,4,116,0
54673,respondent_54673,Yes,Yes,0.0,3,50,3
56063,respondent_56063,No,Yes,6065.52,4,100,0
78587,respondent_78587,No,No,25257.76,2,42,6
52611,respondent_52611,Yes,No,0.0,4,32,3
99412,respondent_99412,Yes,Yes,19743.42,4,82,3
41010,respondent_41010,No,No,6958.33,2,50,3
28200,respondent_28200,Yes,Yes,18522.95,2,128,0
1064,respondent_1064,No,Yes,0.0,2,54,8
55825,respondent_55825,No,Yes,25400.0,2,130,4
33406,respondent_33406,No,No,34925.0,4,130,3
68662,respondent_68662,No,No,23314.98,4,42,4
73584,respondent_73584,Yes,Yes,22225.0,4,130,6
91991,respondent_91991,No,Yes,38858.19,4,42,3
43126,respondent_43126,No,No,18581.69,3,58,7
31295,respondent_31295,Yes,Yes,0.0,3,102,6
33871,respondent_33871,No,No,13445.49,1,94,8
51323,respondent_51323,Yes,Yes,16322.04,4,82,7
78209,respondent_78209,Yes,Yes,11602.09,4,83,4
27550,respondent_27550,No,No,12447.27,4,127,4
80334,respondent_80334,No,Yes,0.0,3,128,8
7799,respondent_7799,No,No,25257.76,4,42,4
48440,respondent_48440,Yes,Yes,0.0,4,123,7
97526,respondent_97526,No,Yes,35560.0,2,130,2
4695,respondent_4695,No,Yes,23509.29,2,42,6
63029,respondent_63029,No,No,0.0,4,50,1
99904,respondent_99904,Yes,Yes,10111.74,2,100,3
3133,respondent_3133,No,Yes,598.17,2,50,1
11704,respondent_11704,No,Yes,12129.77,4,128,3
7644,respondent_7644,Yes,Yes,0.0,4,122,8
95396,respondent_95396,No,Yes,20637.5,1,130,0
92941,respondent_92941,Yes,Yes,306948.84,4,128,8
88286,respondent_88286,No,Yes,0.0,4,100,8
97810,respondent_97810,Yes,Yes,0.0,4,130,0
95399,respondent_95399,Yes,Yes,1074.42,4,50,7
45353,respondent_45353,No,Yes,43461.31,2,21,8
94992,respondent_94992,No,No,0.0,3,106,8
19295,respondent_19295,Yes,Yes,0.0,4,130,1
30303,respondent_30303,No,Yes,0.0,4,78,4
52740,respondent_52740,No,Yes,0.0,4,128,8
66986,respondent_66986,Yes,Yes,0.0,3,94,8
39486,respondent_39486,No,Yes,1938.34,4,50,8
62742,respondent_62742,No,No,0.0,4,9,0
51663,respondent_51663,Yes,Yes,15853.41,4,42,1
95341,respondent_95341,Yes,Yes,24447.5,2,130,4
48579,respondent_48579,Yes,Yes,13493.75,4,130,7
101241,respondent_101241,Yes,Yes,17640.94,1,128,2
74971,respondent_74971,No,Yes,0.0,1,100,8
71610,respondent_71610,No,Yes,3577.59,4,50,6
18570,respondent_18570,No,Yes,26113.74,4,31,0
67314,respondent_67314,Yes,Yes,0.0,1,130,8
99142,respondent_99142,Yes,Yes,16589.38,4,130,6
5274,respondent_5274,No,Yes,1984.38,4,115,4
94390,respondent_94390,No,Yes,0.0,4,111,1
51926,respondent_51926,No,Yes,32385.0,4,130,8
22896,respondent_22896,Yes,Yes,46630.59,1,70,8
22604,respondent_22604,Yes,Yes,0.0,3,92,8
94944,respondent_94944,No,No,0.0,4,130,5
5295,respondent_5295,No,Yes,0.0,4,50,8
53517,respondent_53517,Yes,Yes,36512.5,1,130,7
31554,respondent_31554,No,Yes,0.0,1,86,0
692,respondent_692,No,Yes,25400.0,4,130,6
66387,respondent_66387,Yes,Yes,186518.55,4,42,4
9496,respondent_9496,Yes,Yes,29143.64,1,42,3
1611,respondent_1611,Yes,Yes,24292.56,1,86,3
24780,respondent_24780,No,Yes,15978.51,4,21,6
20123,respondent_20123,No,No,994.41,1,51,8
74397,respondent_74397,No,Yes,0.0,2,42,7
53370,respondent_53370,No,Yes,0.0,4,130,0
36860,respondent_36860,Yes,No,5284.47,1,52,3
14165,respondent_14165,Yes,Yes,0.0,3,50,3
11102,respondent_11102,Yes,Yes,5828.67,1,111,2
100360,respondent_100360,No,No,0.0,4,100,3
80261,respondent_80261,Yes,Yes,1489.71,3,50,4
