respondent_id,language_worked_with_id,momento
32822,15,12-14 years
32822,10,12-14 years
32822,0,12-14 years
32822,5,12-14 years
32822,34,12-14 years
32822,30,12-14 years
32822,17,12-14 years
32822,18,12-14 years
32822,22,12-14 years
32822,19,12-14 years
32822,4,12-14 years
795,38,9-11 years
101581,24,6-8 years
55791,5,3-5 years
55791,22,3-5 years
55791,19,3-5 years
21787,15,15-17 years
21787,10,15-17 years
21787,0,15-17 years
21787,11,15-17 years
21787,31,15-17 years
21787,5,15-17 years
21787,7,15-17 years
21787,34,15-17 years
21787,30,15-17 years
21787,22,15-17 years
21787,19,15-17 years
21787,4,15-17 years
100280,10,3-5 years
100280,9,3-5 years
65778,37,30 or more years
65778,15,30 or more years
65778,10,30 or more years
65778,31,30 or more years
65778,20,30 or more years
65778,32,30 or more years
65778,26,30 or more years
94137,24,3-5 years
88346,5,12-14 years
88346,33,12-14 years
88346,30,12-14 years
88346,22,12-14 years
88346,19,12-14 years
88346,4,12-14 years
92272,37,3-5 years
92272,15,3-5 years
92272,0,3-5 years
92272,8,3-5 years
92272,20,3-5 years
92272,38,3-5 years
92272,5,3-5 years
92272,28,3-5 years
92272,34,3-5 years
92272,30,3-5 years
92272,2,3-5 years
92272,22,3-5 years
92272,19,3-5 years
63499,38,12-14 years
63499,33,12-14 years
63499,17,12-14 years
63499,29,12-14 years
96644,15,15-17 years
96644,10,15-17 years
96644,0,15-17 years
96644,30,15-17 years
38254,38,3-5 years
38254,34,3-5 years
38254,23,3-5 years
38254,26,3-5 years
38254,30,3-5 years
38254,4,3-5 years
20989,0,21-23 years
20989,11,21-23 years
20989,5,21-23 years
20989,30,21-23 years
20989,35,21-23 years
20989,22,21-23 years
20989,19,21-23 years
33716,5,6-8 years
33716,34,6-8 years
33716,22,6-8 years
33716,19,6-8 years
33716,4,6-8 years
57190,15,30 or more years
57190,10,30 or more years
57190,30,30 or more years
57190,4,30 or more years
3848,0,12-14 years
3848,5,12-14 years
3848,30,12-14 years
3848,22,12-14 years
3848,19,12-14 years
15692,0,12-14 years
15692,38,12-14 years
15692,5,12-14 years
15692,28,12-14 years
15692,30,12-14 years
15692,18,12-14 years
15692,22,12-14 years
15692,19,12-14 years
73264,38,21-23 years
73264,5,21-23 years
73264,30,21-23 years
73264,22,21-23 years
73264,19,21-23 years
73264,4,21-23 years
72664,33,6-8 years
72664,30,6-8 years
72664,17,6-8 years
75115,38,18-20 years
75115,5,18-20 years
75115,34,18-20 years
75115,23,18-20 years
75115,26,18-20 years
75115,30,18-20 years
75115,22,18-20 years
75115,19,18-20 years
75115,4,18-20 years
41151,0,12-14 years
41151,36,12-14 years
41151,5,12-14 years
41151,34,12-14 years
28469,10,30 or more years
28469,38,30 or more years
28469,5,30 or more years
28469,7,30 or more years
28469,34,30 or more years
28469,26,30 or more years
28469,30,30 or more years
28469,22,30 or more years
28469,4,30 or more years
39632,5,12-14 years
39632,28,12-14 years
39632,22,12-14 years
39632,19,12-14 years
39632,4,12-14 years
12812,37,3-5 years
12812,15,3-5 years
12812,10,3-5 years
12812,0,3-5 years
12812,5,3-5 years
12812,28,3-5 years
12812,34,3-5 years
12812,30,3-5 years
12812,22,3-5 years
12812,19,3-5 years
84581,0,12-14 years
84581,30,12-14 years
84581,35,12-14 years
84581,22,12-14 years
84581,19,12-14 years
12833,38,3-5 years
12833,5,3-5 years
12833,34,3-5 years
12833,26,3-5 years
12833,30,3-5 years
12833,22,3-5 years
12833,19,3-5 years
12833,4,3-5 years
53580,5,3-5 years
53580,9,3-5 years
53580,34,3-5 years
53580,30,3-5 years
53580,18,3-5 years
53580,22,3-5 years
53580,19,3-5 years
36755,16,3-5 years
36755,17,3-5 years
66673,38,3-5 years
66673,7,3-5 years
66673,30,3-5 years
66673,4,3-5 years
90628,0,9-11 years
90628,11,9-11 years
90628,5,9-11 years
90628,18,9-11 years
90628,35,9-11 years
90628,22,9-11 years
90628,19,9-11 years
39802,24,3-5 years
93335,0,6-8 years
93335,36,6-8 years
93335,38,6-8 years
93335,5,6-8 years
93335,30,6-8 years
93335,18,6-8 years
93335,22,6-8 years
93335,19,6-8 years
82995,5,0-2 years
82995,33,0-2 years
82995,4,0-2 years
11973,38,15-17 years
11973,30,15-17 years
11973,29,15-17 years
64603,10,3-5 years
64603,0,3-5 years
64603,16,3-5 years
64603,22,3-5 years
64603,19,3-5 years
59935,5,6-8 years
59935,18,6-8 years
59935,22,6-8 years
59935,19,6-8 years
33641,0,30 or more years
33641,5,30 or more years
33641,22,30 or more years
33641,19,30 or more years
14296,10,30 or more years
14296,38,30 or more years
14296,5,30 or more years
14296,34,30 or more years
14296,30,30 or more years
14296,18,30 or more years
14296,22,30 or more years
14296,19,30 or more years
14296,4,30 or more years
2914,0,15-17 years
2914,30,15-17 years
93378,15,15-17 years
93378,10,15-17 years
93378,13,15-17 years
93378,9,15-17 years
93378,34,15-17 years
93378,23,15-17 years
93378,4,15-17 years
99270,34,3-5 years
99270,23,3-5 years
99270,4,3-5 years
44626,38,3-5 years
44626,5,3-5 years
44626,30,3-5 years
10012,15,9-11 years
10012,10,9-11 years
10012,38,9-11 years
10012,5,9-11 years
10012,16,9-11 years
10012,18,9-11 years
10012,22,9-11 years
10012,19,9-11 years
93987,5,21-23 years
93987,28,21-23 years
93987,30,21-23 years
93987,22,21-23 years
93987,19,21-23 years
93987,4,21-23 years
42378,34,6-8 years
42378,23,6-8 years
42378,4,6-8 years
95668,24,6-8 years
21390,0,6-8 years
21390,5,6-8 years
21390,30,6-8 years
21390,22,6-8 years
21390,19,6-8 years
81296,0,9-11 years
81296,38,9-11 years
81296,5,9-11 years
81296,7,9-11 years
81296,28,9-11 years
81296,30,9-11 years
81296,6,9-11 years
81296,22,9-11 years
81296,19,9-11 years
6518,38,6-8 years
6518,30,6-8 years
6518,4,6-8 years
26694,24,30 or more years
23042,0,15-17 years
23042,30,15-17 years
23042,4,15-17 years
73946,1,9-11 years
73946,5,9-11 years
73946,28,9-11 years
73946,34,9-11 years
73946,33,9-11 years
73946,30,9-11 years
73946,17,9-11 years
73946,22,9-11 years
73946,19,9-11 years
73946,4,9-11 years
85517,5,6-8 years
85517,34,6-8 years
85517,30,6-8 years
85517,2,6-8 years
85517,22,6-8 years
85517,19,6-8 years
62064,0,15-17 years
62064,11,15-17 years
62064,5,15-17 years
62064,30,15-17 years
62064,22,15-17 years
62064,19,15-17 years
62064,4,15-17 years
84022,5,6-8 years
84022,28,6-8 years
84022,34,6-8 years
84022,33,6-8 years
84022,30,6-8 years
84022,22,6-8 years
84022,19,6-8 years
5279,5,0-2 years
5279,33,0-2 years
5279,22,0-2 years
5279,19,0-2 years
48178,38,6-8 years
48178,5,6-8 years
48178,28,6-8 years
48178,22,6-8 years
48178,19,6-8 years
48178,4,6-8 years
80584,0,18-20 years
80584,38,18-20 years
80584,5,18-20 years
80584,30,18-20 years
80584,17,18-20 years
80584,6,18-20 years
80584,19,18-20 years
48727,0,12-14 years
48727,38,12-14 years
48727,5,12-14 years
48727,30,12-14 years
48727,18,12-14 years
48727,22,12-14 years
48727,19,12-14 years
19440,5,0-2 years
19440,22,0-2 years
19440,19,0-2 years
6840,24,0-2 years
79317,5,21-23 years
79317,34,21-23 years
79317,26,21-23 years
79317,30,21-23 years
8394,0,6-8 years
8394,30,6-8 years
77785,38,9-11 years
77785,5,9-11 years
77785,17,9-11 years
70712,15,6-8 years
70712,16,6-8 years
70712,17,6-8 years
67143,10,0-2 years
67143,0,0-2 years
67143,38,0-2 years
67143,9,0-2 years
67143,28,0-2 years
67143,22,0-2 years
67143,19,0-2 years
4377,38,9-11 years
4377,5,9-11 years
4377,28,9-11 years
4377,34,9-11 years
4377,30,9-11 years
94745,10,3-5 years
94745,0,3-5 years
94745,38,3-5 years
94745,28,3-5 years
94745,34,3-5 years
94745,30,3-5 years
94745,35,3-5 years
28840,38,12-14 years
28840,29,12-14 years
50163,38,15-17 years
55488,37,0-2 years
55488,15,0-2 years
55488,0,0-2 years
55488,38,0-2 years
55488,5,0-2 years
55488,28,0-2 years
55488,34,0-2 years
55488,30,0-2 years
55488,22,0-2 years
55488,19,0-2 years
55488,4,0-2 years
24141,5,3-5 years
24141,34,3-5 years
24141,22,3-5 years
24141,19,3-5 years
24141,4,3-5 years
81486,0,3-5 years
81486,30,3-5 years
51812,5,3-5 years
51812,23,3-5 years
85096,15,6-8 years
85096,10,6-8 years
85096,31,6-8 years
85096,38,6-8 years
85096,5,6-8 years
85096,34,6-8 years
85096,23,6-8 years
85096,18,6-8 years
85096,22,6-8 years
85096,19,6-8 years
85096,4,6-8 years
2071,5,6-8 years
2071,28,6-8 years
2071,30,6-8 years
2071,2,6-8 years
2071,21,6-8 years
2071,22,6-8 years
2071,19,6-8 years
60479,5,9-11 years
60479,28,9-11 years
60479,30,9-11 years
60479,18,9-11 years
60479,22,9-11 years
60479,19,9-11 years
74753,0,3-5 years
74753,5,3-5 years
74753,30,3-5 years
74753,22,3-5 years
74753,4,3-5 years
42739,38,6-8 years
42739,5,6-8 years
42739,34,6-8 years
42739,17,6-8 years
42739,22,6-8 years
42739,19,6-8 years
42739,4,6-8 years
101033,24,0-2 years
58766,0,9-11 years
58766,5,9-11 years
58766,30,9-11 years
58766,22,9-11 years
58766,4,9-11 years
39352,15,3-5 years
39352,10,3-5 years
39352,0,3-5 years
39352,31,3-5 years
39352,38,3-5 years
39352,5,3-5 years
39352,28,3-5 years
39352,34,3-5 years
39352,30,3-5 years
39352,17,3-5 years
39352,22,3-5 years
39352,19,3-5 years
39352,4,3-5 years
83185,15,30 or more years
83185,38,30 or more years
83185,16,30 or more years
83185,30,30 or more years
83185,17,30 or more years
83185,22,30 or more years
83185,19,30 or more years
83185,4,30 or more years
9793,34,27-29 years
9793,33,27-29 years
9793,30,27-29 years
9793,4,27-29 years
72306,24,3-5 years
23020,5,12-14 years
23020,34,12-14 years
23020,30,12-14 years
23020,18,12-14 years
23020,22,12-14 years
23020,19,12-14 years
23020,4,12-14 years
43524,38,0-2 years
9730,5,0-2 years
9730,28,0-2 years
9730,3,0-2 years
9730,30,0-2 years
9730,22,0-2 years
9730,19,0-2 years
9730,4,0-2 years
21028,0,15-17 years
21028,38,15-17 years
21028,5,15-17 years
21028,30,15-17 years
21028,22,15-17 years
21028,19,15-17 years
339,37,3-5 years
339,15,3-5 years
339,10,3-5 years
339,0,3-5 years
339,38,3-5 years
339,9,3-5 years
339,34,3-5 years
339,3,3-5 years
339,30,3-5 years
339,22,3-5 years
339,19,3-5 years
339,4,3-5 years
65085,5,3-5 years
65085,28,3-5 years
65085,33,3-5 years
65085,30,3-5 years
65085,18,3-5 years
65085,22,3-5 years
65085,19,3-5 years
79204,0,6-8 years
79204,38,6-8 years
79204,5,6-8 years
79204,30,6-8 years
79204,18,6-8 years
79204,22,6-8 years
79204,19,6-8 years
63467,15,6-8 years
63467,10,6-8 years
63467,0,6-8 years
63467,38,6-8 years
63467,5,6-8 years
63467,28,6-8 years
63467,34,6-8 years
63467,30,6-8 years
63467,22,6-8 years
63467,19,6-8 years
63467,4,6-8 years
43432,15,27-29 years
43432,10,27-29 years
88563,15,18-20 years
88563,10,18-20 years
88563,38,18-20 years
88563,32,18-20 years
88563,34,18-20 years
88563,30,18-20 years
88563,4,18-20 years
9582,15,12-14 years
9582,10,12-14 years
9582,38,12-14 years
9582,5,12-14 years
9582,30,12-14 years
9582,22,12-14 years
9582,19,12-14 years
52315,24,6-8 years
48371,0,6-8 years
48371,5,6-8 years
34811,0,18-20 years
34811,5,18-20 years
34811,30,18-20 years
34811,22,18-20 years
34811,19,18-20 years
23471,0,21-23 years
23471,5,21-23 years
23471,30,21-23 years
23471,22,21-23 years
23471,19,21-23 years
7502,15,9-11 years
7502,5,9-11 years
7502,30,9-11 years
7502,18,9-11 years
7502,22,9-11 years
7502,19,9-11 years
7502,4,9-11 years
33844,13,15-17 years
33844,9,15-17 years
33844,34,15-17 years
33844,4,15-17 years
79508,5,6-8 years
79508,28,6-8 years
63121,10,9-11 years
63121,38,9-11 years
63121,5,9-11 years
63121,32,9-11 years
63121,34,9-11 years
63121,23,9-11 years
63121,33,9-11 years
63121,26,9-11 years
63121,30,9-11 years
63121,4,9-11 years
18569,15,6-8 years
18569,10,6-8 years
18569,0,6-8 years
18569,38,6-8 years
18569,5,6-8 years
18569,32,6-8 years
18569,22,6-8 years
18569,19,6-8 years
86109,15,0-2 years
86109,10,0-2 years
86109,0,0-2 years
86109,28,0-2 years
79289,24,
17273,15,21-23 years
17273,7,21-23 years
17273,34,21-23 years
17273,30,21-23 years
17273,4,21-23 years
67658,31,6-8 years
67658,5,6-8 years
67658,32,6-8 years
67658,34,6-8 years
67658,33,6-8 years
67658,30,6-8 years
67658,22,6-8 years
67658,19,6-8 years
67658,4,6-8 years
10770,10,18-20 years
10770,31,18-20 years
10770,5,18-20 years
10770,28,18-20 years
10770,34,18-20 years
10770,30,18-20 years
10770,18,18-20 years
10770,22,18-20 years
10770,19,18-20 years
10770,4,18-20 years
20407,38,3-5 years
20407,30,3-5 years
20407,17,3-5 years
20407,29,3-5 years
4285,0,3-5 years
4285,5,3-5 years
4285,22,3-5 years
4285,19,3-5 years
44897,0,3-5 years
44897,12,3-5 years
44897,38,3-5 years
44897,5,3-5 years
44897,22,3-5 years
44897,19,3-5 years
10211,0,9-11 years
10211,38,9-11 years
10211,5,9-11 years
10211,16,9-11 years
10211,30,9-11 years
10211,22,9-11 years
10211,19,9-11 years
10211,4,9-11 years
30138,24,12-14 years
9423,10,15-17 years
9423,38,15-17 years
9423,5,15-17 years
9423,30,15-17 years
61960,0,15-17 years
61960,38,15-17 years
61960,5,15-17 years
61960,22,15-17 years
61960,19,15-17 years
41222,0,3-5 years
41222,5,3-5 years
41222,30,3-5 years
41222,22,3-5 years
41222,19,3-5 years
41222,4,3-5 years
55688,34,6-8 years
58354,0,18-20 years
58354,5,18-20 years
58354,22,18-20 years
58354,19,18-20 years
43888,10,30 or more years
43888,38,30 or more years
43888,5,30 or more years
43888,34,30 or more years
43888,17,30 or more years
43888,18,30 or more years
43888,22,30 or more years
43888,19,30 or more years
43888,4,30 or more years
35398,38,0-2 years
35398,5,0-2 years
35398,32,0-2 years
35398,34,0-2 years
35398,22,0-2 years
35398,19,0-2 years
35398,4,0-2 years
74130,15,3-5 years
74130,10,3-5 years
74130,0,3-5 years
74130,38,3-5 years
74130,5,3-5 years
74130,35,3-5 years
74130,22,3-5 years
74130,19,3-5 years
58764,15,6-8 years
58764,10,6-8 years
58764,16,6-8 years
58764,30,6-8 years
50086,17,9-11 years
37636,24,
68809,0,18-20 years
68809,5,18-20 years
68809,9,18-20 years
68809,34,18-20 years
68809,30,18-20 years
68809,18,18-20 years
73662,5,6-8 years
73662,28,6-8 years
73662,34,6-8 years
73662,23,6-8 years
73662,30,6-8 years
73662,18,6-8 years
73662,22,6-8 years
73662,19,6-8 years
5162,0,15-17 years
5162,5,15-17 years
5162,30,15-17 years
5162,6,15-17 years
7869,5,3-5 years
7869,28,3-5 years
7869,30,3-5 years
7869,22,3-5 years
7869,19,3-5 years
7869,4,3-5 years
40253,15,24-26 years
40253,5,24-26 years
40253,28,24-26 years
40253,34,24-26 years
40253,22,24-26 years
40253,19,24-26 years
40253,4,24-26 years
58198,37,3-5 years
58198,38,3-5 years
58198,5,3-5 years
58198,34,3-5 years
58198,18,3-5 years
58198,22,3-5 years
58198,19,3-5 years
58198,4,3-5 years
97068,38,0-2 years
97068,29,0-2 years
35875,38,15-17 years
35875,22,15-17 years
35875,19,15-17 years
35875,4,15-17 years
84362,37,18-20 years
84362,15,18-20 years
84362,10,18-20 years
84362,4,18-20 years
30545,0,21-23 years
30545,38,21-23 years
30545,5,21-23 years
30545,16,21-23 years
30545,33,21-23 years
30545,30,21-23 years
30545,17,21-23 years
30545,18,21-23 years
30545,35,21-23 years
30545,22,21-23 years
30545,19,21-23 years
68929,12,3-5 years
68929,38,3-5 years
68929,34,3-5 years
68929,23,3-5 years
68929,30,3-5 years
68929,4,3-5 years
97975,0,3-5 years
97975,38,3-5 years
97975,5,3-5 years
97975,28,3-5 years
97975,34,3-5 years
97975,33,3-5 years
97975,30,3-5 years
97975,18,3-5 years
97975,35,3-5 years
97975,22,3-5 years
97975,19,3-5 years
24348,0,9-11 years
24348,5,9-11 years
24348,22,9-11 years
24348,19,9-11 years
82295,24,3-5 years
75128,5,6-8 years
75128,28,6-8 years
75128,22,6-8 years
75128,19,6-8 years
18714,5,0-2 years
18714,34,0-2 years
18714,22,0-2 years
18714,19,0-2 years
18714,4,0-2 years
96914,0,15-17 years
96914,38,15-17 years
96914,5,15-17 years
96914,32,15-17 years
96914,28,15-17 years
96914,30,15-17 years
96914,19,15-17 years
96914,4,15-17 years
18350,0,24-26 years
18350,5,24-26 years
18350,30,24-26 years
26825,15,3-5 years
26825,10,3-5 years
26825,16,3-5 years
26825,17,3-5 years
26825,4,3-5 years
62670,0,3-5 years
62670,5,3-5 years
62670,28,3-5 years
62670,30,3-5 years
62670,35,3-5 years
62670,22,3-5 years
62670,19,3-5 years
53513,0,12-14 years
53513,38,12-14 years
53513,5,12-14 years
53513,28,12-14 years
53513,30,12-14 years
53513,2,12-14 years
53513,22,12-14 years
53513,19,12-14 years
53513,4,12-14 years
66207,0,6-8 years
66207,5,6-8 years
66207,30,6-8 years
66207,22,6-8 years
66207,19,6-8 years
72990,5,6-8 years
72990,34,6-8 years
72990,30,6-8 years
39855,15,6-8 years
39855,12,6-8 years
39855,38,6-8 years
39855,5,6-8 years
39855,16,6-8 years
39855,28,6-8 years
39855,30,6-8 years
39855,17,6-8 years
39855,18,6-8 years
39855,29,6-8 years
39855,22,6-8 years
39855,19,6-8 years
39855,4,6-8 years
12171,15,12-14 years
12171,10,12-14 years
12171,38,12-14 years
12171,5,12-14 years
12171,28,12-14 years
12171,34,12-14 years
12171,30,12-14 years
12171,22,12-14 years
12171,19,12-14 years
12171,4,12-14 years
94757,5,3-5 years
94757,34,3-5 years
94757,23,3-5 years
94757,30,3-5 years
6015,38,3-5 years
6015,5,3-5 years
68097,5,3-5 years
68097,22,3-5 years
68097,19,3-5 years
22513,0,9-11 years
22513,5,9-11 years
22513,30,9-11 years
22513,18,9-11 years
22513,22,9-11 years
22513,19,9-11 years
269,28,3-5 years
269,22,3-5 years
269,19,3-5 years
86949,37,3-5 years
86949,15,3-5 years
86949,10,3-5 years
86949,20,3-5 years
86949,38,3-5 years
86949,5,3-5 years
86949,9,3-5 years
86949,34,3-5 years
86949,30,3-5 years
86949,22,3-5 years
86949,19,3-5 years
86949,4,3-5 years
24419,0,12-14 years
24419,31,12-14 years
24419,38,12-14 years
24419,5,12-14 years
24419,7,12-14 years
24419,28,12-14 years
24419,34,12-14 years
24419,23,12-14 years
24419,33,12-14 years
24419,30,12-14 years
24419,18,12-14 years
24419,35,12-14 years
24419,22,12-14 years
24419,19,12-14 years
24419,4,12-14 years
68030,15,3-5 years
68030,38,3-5 years
68030,5,3-5 years
68030,28,3-5 years
68030,30,3-5 years
68030,22,3-5 years
68030,19,3-5 years
31264,38,3-5 years
31264,5,3-5 years
31264,34,3-5 years
31264,26,3-5 years
31264,30,3-5 years
31264,4,3-5 years
42373,31,9-11 years
42373,38,9-11 years
42373,5,9-11 years
42373,28,9-11 years
42373,22,9-11 years
42373,19,9-11 years
42373,4,9-11 years
59372,15,21-23 years
59372,10,21-23 years
59372,0,21-23 years
59372,36,21-23 years
59372,38,21-23 years
59372,5,21-23 years
59372,16,21-23 years
59372,7,21-23 years
59372,28,21-23 years
59372,34,21-23 years
59372,30,21-23 years
59372,17,21-23 years
59372,2,21-23 years
59372,35,21-23 years
59372,21,21-23 years
59372,22,21-23 years
59372,19,21-23 years
59372,4,21-23 years
33523,0,6-8 years
33523,30,6-8 years
33523,18,6-8 years
33523,22,6-8 years
33523,19,6-8 years
15665,38,18-20 years
15665,5,18-20 years
15665,22,18-20 years
15665,19,18-20 years
15665,4,18-20 years
12512,0,3-5 years
12512,38,3-5 years
12512,5,3-5 years
12512,30,3-5 years
12512,22,3-5 years
12512,19,3-5 years
12512,4,3-5 years
16274,38,9-11 years
16274,5,9-11 years
16274,30,9-11 years
16274,18,9-11 years
16274,22,9-11 years
16274,19,9-11 years
6810,15,12-14 years
6810,10,12-14 years
6810,31,12-14 years
6810,38,12-14 years
6810,5,12-14 years
6810,34,12-14 years
6810,18,12-14 years
6810,4,12-14 years
1831,15,6-8 years
1831,10,6-8 years
1831,38,6-8 years
1831,5,6-8 years
1831,28,6-8 years
1831,30,6-8 years
1831,22,6-8 years
1831,19,6-8 years
84603,31,3-5 years
84603,38,3-5 years
84603,34,3-5 years
84603,22,3-5 years
84603,19,3-5 years
84603,4,3-5 years
43130,24,9-11 years
84292,15,6-8 years
84292,10,6-8 years
84292,0,6-8 years
84292,38,6-8 years
84292,5,6-8 years
84292,28,6-8 years
84292,34,6-8 years
84292,30,6-8 years
84292,22,6-8 years
84292,19,6-8 years
84292,4,6-8 years
77779,31,15-17 years
77779,12,15-17 years
77779,38,15-17 years
77779,5,15-17 years
77779,26,15-17 years
77779,22,15-17 years
77779,19,15-17 years
77779,4,15-17 years
89359,15,15-17 years
89359,10,15-17 years
89359,5,15-17 years
89359,28,15-17 years
89359,34,15-17 years
89359,33,15-17 years
89359,30,15-17 years
89359,22,15-17 years
89359,19,15-17 years
89359,4,15-17 years
2661,0,6-8 years
2661,5,6-8 years
2661,30,6-8 years
2661,18,6-8 years
2661,22,6-8 years
2661,19,6-8 years
2661,4,6-8 years
46426,15,9-11 years
46426,27,9-11 years
46426,31,9-11 years
46426,38,9-11 years
46426,5,9-11 years
46426,16,9-11 years
46426,34,9-11 years
46426,33,9-11 years
46426,17,9-11 years
46426,22,9-11 years
46426,19,9-11 years
46426,4,9-11 years
4833,31,3-5 years
4833,38,3-5 years
4833,34,3-5 years
4833,30,3-5 years
98408,15,9-11 years
98408,34,9-11 years
98408,4,9-11 years
36706,24,15-17 years
30778,38,3-5 years
30778,34,3-5 years
30778,23,3-5 years
30778,30,3-5 years
30778,22,3-5 years
30778,19,3-5 years
64779,10,6-8 years
64779,0,6-8 years
64779,5,6-8 years
64779,32,6-8 years
64779,28,6-8 years
64779,34,6-8 years
64779,18,6-8 years
64779,22,6-8 years
37346,5,0-2 years
37346,22,0-2 years
37346,19,0-2 years
32786,15,3-5 years
32786,38,3-5 years
32786,28,3-5 years
32786,3,3-5 years
32786,30,3-5 years
32786,6,3-5 years
32786,22,3-5 years
32786,19,3-5 years
63108,15,12-14 years
63108,10,12-14 years
63108,34,12-14 years
56697,0,15-17 years
56697,5,15-17 years
56697,28,15-17 years
56697,30,15-17 years
56697,22,15-17 years
56697,19,15-17 years
54575,5,0-2 years
54575,7,0-2 years
54575,34,0-2 years
54575,23,0-2 years
54575,22,0-2 years
54575,19,0-2 years
54575,4,0-2 years
63535,5,12-14 years
63535,34,12-14 years
63535,17,12-14 years
63535,18,12-14 years
63535,22,12-14 years
63535,19,12-14 years
68095,12,12-14 years
68095,38,12-14 years
68095,5,12-14 years
68095,7,12-14 years
68095,30,12-14 years
68095,18,12-14 years
68095,22,12-14 years
68095,19,12-14 years
68095,4,12-14 years
58114,5,3-5 years
58114,17,3-5 years
67974,24,0-2 years
60729,0,9-11 years
60729,5,9-11 years
60729,28,9-11 years
60729,30,9-11 years
60729,18,9-11 years
60729,22,9-11 years
60729,19,9-11 years
60729,4,9-11 years
74427,5,6-8 years
74427,28,6-8 years
74427,30,6-8 years
74427,22,6-8 years
74427,19,6-8 years
1152,15,9-11 years
1152,10,9-11 years
1152,16,9-11 years
1152,17,9-11 years
1152,4,9-11 years
42653,0,3-5 years
42653,38,3-5 years
42653,5,3-5 years
42653,16,3-5 years
42653,28,3-5 years
42653,30,3-5 years
42653,22,3-5 years
42653,19,3-5 years
53767,37,3-5 years
53767,15,3-5 years
53767,0,3-5 years
53767,38,3-5 years
53767,5,3-5 years
53767,28,3-5 years
53767,34,3-5 years
53767,23,3-5 years
53767,33,3-5 years
53767,30,3-5 years
53767,22,3-5 years
53767,19,3-5 years
82420,5,3-5 years
82420,28,3-5 years
82420,30,3-5 years
82420,22,3-5 years
82420,19,3-5 years
82420,4,3-5 years
50582,15,12-14 years
50582,0,12-14 years
50582,38,12-14 years
50582,5,12-14 years
50582,16,12-14 years
50582,28,12-14 years
50582,30,12-14 years
50582,18,12-14 years
50582,21,12-14 years
50582,22,12-14 years
50582,19,12-14 years
7549,24,
53129,34,24-26 years
100072,10,24-26 years
100072,31,24-26 years
100072,38,24-26 years
100072,5,24-26 years
100072,30,24-26 years
100072,18,24-26 years
100072,22,24-26 years
100072,19,24-26 years
55266,5,9-11 years
55266,30,9-11 years
55266,22,9-11 years
55266,19,9-11 years
96476,0,30 or more years
96476,38,30 or more years
96476,22,30 or more years
96476,19,30 or more years
81500,10,12-14 years
81500,5,12-14 years
25006,10,3-5 years
25006,0,3-5 years
53332,5,6-8 years
53332,28,6-8 years
53332,22,6-8 years
53332,19,6-8 years
38623,5,6-8 years
38623,34,6-8 years
38623,22,6-8 years
97175,34,3-5 years
97175,30,3-5 years
40516,24,12-14 years
9662,5,3-5 years
9662,34,3-5 years
9662,22,3-5 years
9662,19,3-5 years
9662,4,3-5 years
26711,5,3-5 years
26711,28,3-5 years
26711,34,3-5 years
26711,30,3-5 years
26711,22,3-5 years
26711,19,3-5 years
79183,5,0-2 years
79183,22,0-2 years
79183,19,0-2 years
89514,24,
885,15,18-20 years
885,0,18-20 years
885,4,18-20 years
37667,24,9-11 years
35117,0,21-23 years
35117,5,21-23 years
35117,18,21-23 years
35117,22,21-23 years
35117,19,21-23 years
15651,0,18-20 years
15651,5,18-20 years
15651,30,18-20 years
15651,22,18-20 years
15651,19,18-20 years
72476,38,6-8 years
72476,30,6-8 years
72476,29,6-8 years
72476,22,6-8 years
72476,19,6-8 years
55180,38,0-2 years
55180,28,0-2 years
55180,23,0-2 years
55180,30,0-2 years
55180,2,0-2 years
41743,24,
19292,38,6-8 years
19292,5,6-8 years
19292,34,6-8 years
19292,22,6-8 years
19292,19,6-8 years
29300,38,12-14 years
29300,7,12-14 years
65002,15,6-8 years
65002,31,6-8 years
65002,5,6-8 years
65002,34,6-8 years
65002,33,6-8 years
65002,22,6-8 years
65002,19,6-8 years
65002,4,6-8 years
1315,37,3-5 years
1315,15,3-5 years
1315,10,3-5 years
1315,0,3-5 years
1315,38,3-5 years
1315,5,3-5 years
1315,9,3-5 years
1315,30,3-5 years
1315,18,3-5 years
1315,22,3-5 years
1315,19,3-5 years
17274,24,6-8 years
7762,10,3-5 years
7762,0,3-5 years
7762,5,3-5 years
7762,34,3-5 years
7762,30,3-5 years
7762,35,3-5 years
7762,22,3-5 years
7762,19,3-5 years
19028,15,9-11 years
19028,10,9-11 years
19028,0,9-11 years
19028,38,9-11 years
19028,3,9-11 years
19028,35,9-11 years
19028,29,9-11 years
19028,22,9-11 years
19028,19,9-11 years
19028,4,9-11 years
48365,15,3-5 years
48365,5,3-5 years
48365,16,3-5 years
48365,34,3-5 years
48365,17,3-5 years
48365,22,3-5 years
48365,19,3-5 years
39615,5,9-11 years
39615,16,9-11 years
39615,33,9-11 years
39615,30,9-11 years
39615,22,9-11 years
39615,19,9-11 years
39615,4,9-11 years
74697,24,15-17 years
9094,5,9-11 years
9094,28,9-11 years
9094,33,9-11 years
9094,22,9-11 years
9094,19,9-11 years
50173,34,15-17 years
50173,30,15-17 years
50173,2,15-17 years
95314,34,3-5 years
94820,5,6-8 years
94820,28,6-8 years
94820,26,6-8 years
62283,0,12-14 years
62283,31,12-14 years
62283,5,12-14 years
62283,34,12-14 years
62283,30,12-14 years
62283,22,12-14 years
62283,19,12-14 years
62283,4,12-14 years
